country;central_bank;wikipedia_bank_url;source_type;source_label;wiki_name;cargo;start_year;end_year
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;José de Gregorio Rebeco;Governor;2007;2011
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;Rodrigo Vergara;Governor;2011;2016
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;Mario Marcel;Governor;2016;2022
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;Rosanna Costa;Governor;2022;Incumbent
China;People's Bank of China;https://en.wikipedia.org/wiki/People%27s_Bank_of_China;infobox;Key people;Pan Gongsheng;Board Member;;
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;José Joaquín Pérez;Governor;1923;1924
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Félix Salazar Jaramillo;Governor;1924;1927
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Julio Caro;Governor;1927;1947
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Luis Ángel Arango;Governor;1947;1957
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Carlos Mario Londoño;Governor;1957;
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Ignacio Copete Lizarralde;Governor;1957;1960
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Jorge Cortés Boshell (interim);Governor;1960;1960
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Eduardo Arias Robledo;Governor;1961;1969
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Germán Botero de los Ríos;Governor;1969;1978
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Rafael Gamma Quijano;Governor;1978;1982
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Hugo Palacios Mejía;Governor;1982;1985
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Francisco J. Ortega;Governor;1985;1993
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Miguel Urrutia Montoya;Governor;1993;2005
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;José Darío Uribe;Governor;2005;2017
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Juan José Echavarría;Governor;2017;2020
Colombia;Bank of the Republic;https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia);wikitable;Governors of the Bank of the Republic | Name Term | Governors;Leonardo Villar;Governor;2021;
Comoros;Central Bank of the Comoros;https://en.wikipedia.org/wiki/Central_Bank_of_the_Comoros;wikitable;Name Took office Left office | Governors;Said Mohamed Mshangama;Governor;1978;1981
Comoros;Central Bank of the Comoros;https://en.wikipedia.org/wiki/Central_Bank_of_the_Comoros;wikitable;Name Took office Left office | Governors;Mohamed Halifa;Governor;1981;1996
Comoros;Central Bank of the Comoros;https://en.wikipedia.org/wiki/Central_Bank_of_the_Comoros;wikitable;Name Took office Left office | Governors;Said Ahmed Said Ali;Governor;1996;2002
Comoros;Central Bank of the Comoros;https://en.wikipedia.org/wiki/Central_Bank_of_the_Comoros;wikitable;Name Took office Left office | Governors;Ibrahim Ben Ali;Governor;2002;2005
Comoros;Central Bank of the Comoros;https://en.wikipedia.org/wiki/Central_Bank_of_the_Comoros;wikitable;Name Took office Left office | Governors;Ahamadi Abdoulbastoi;Governor;2005;2010
Comoros;Central Bank of the Comoros;https://en.wikipedia.org/wiki/Central_Bank_of_the_Comoros;wikitable;Name Took office Left office | Governors;Mzé Abdou Mohamed Chanfiou;Governor;2011;2017
Comoros;Central Bank of the Comoros;https://en.wikipedia.org/wiki/Central_Bank_of_the_Comoros;wikitable;Name Took office Left office | Governors;Younoussa Imani;Governor;2017;Incumbent
Congo, Democratic Republic of;Central Bank of the Congo;https://en.wikipedia.org/wiki/Central_Bank_of_the_Congo;infobox;Governor;André Wameso;Governor;;
Congo, Republic of;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;Yvon Sana Bangui;Governor;;
Costa Rica;Central Bank of Costa Rica;https://en.wikipedia.org/wiki/Central_Bank_of_Costa_Rica;infobox;Governor;Róger Madrigal;Governor;;
Cote d'Ivoire;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;Jean-Claude Brou;Governor;;
Croatia;European Central Bank ( Croatian National Bank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Felipe Pazos;President;1950;1952
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Joaquín Martínez Sáenz;President;1952;1958
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Felipe Pazos;President;1959;1959
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Che Guevara;President;1959;1961
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Raúl Cepero Bonilla;President;1961;1962
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Orlando Pérez Rodríguez;President;1962;1973
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Raúl León Torrás;President;1973;1985
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Héctor Rodríguez Llompart;President;1985;1995
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Francisco Soberón Valdés;President;1995;2009
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Ernesto Medina Villaveiran;President;2009;2017
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Irma Margarita Martínez Castrillón;President;2017;2020
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Marta Sabina Wilson González;President;2020;2023
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Joaquín Alonso Vázquez;President;2023;2024
Cuba;Central Bank of Cuba;https://en.wikipedia.org/wiki/Central_Bank_of_Cuba;wikitable;No. Image Name Term | Presidents;Juana Lilia Delgado Portal;President;2024;Incumbent
Curaçao;Central Bank of Curaçao and Sint Maarten;https://en.wikipedia.org/wiki/Central_Bank_of_Cura%C3%A7ao_and_Sint_Maarten;infobox;President;Richard Doornbosch;President;;
Cyprus;European Central Bank ( Central Bank of Cyprus );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Turkish Republic of Northern Cyprus *;Central Bank of the Turkish Republic of Northern Cyprus;https://en.wikipedia.org/wiki/Central_Bank_of_the_Turkish_Republic_of_Northern_Cyprus;wikitable;Name Took office Left office Notes | Chairmen;Demirhan Sayiner;Chair;1983;2001
Turkish Republic of Northern Cyprus *;Central Bank of the Turkish Republic of Northern Cyprus;https://en.wikipedia.org/wiki/Central_Bank_of_the_Turkish_Republic_of_Northern_Cyprus;wikitable;Name Took office Left office Notes | Chairmen;Erdoğan Küçük;Chair;2002;2007
Turkish Republic of Northern Cyprus *;Central Bank of the Turkish Republic of Northern Cyprus;https://en.wikipedia.org/wiki/Central_Bank_of_the_Turkish_Republic_of_Northern_Cyprus;wikitable;Name Took office Left office Notes | Chairmen;Ahmet Tugay;Chair;2007;2011
Turkish Republic of Northern Cyprus *;Central Bank of the Turkish Republic of Northern Cyprus;https://en.wikipedia.org/wiki/Central_Bank_of_the_Turkish_Republic_of_Northern_Cyprus;wikitable;Name Took office Left office Notes | Chairmen;Bilal San;Chair;2011;2016
Turkish Republic of Northern Cyprus *;Central Bank of the Turkish Republic of Northern Cyprus;https://en.wikipedia.org/wiki/Central_Bank_of_the_Turkish_Republic_of_Northern_Cyprus;wikitable;Name Took office Left office Notes | Chairmen;Mehmet Emin Özcan;Chair;2017;2017
Turkish Republic of Northern Cyprus *;Central Bank of the Turkish Republic of Northern Cyprus;https://en.wikipedia.org/wiki/Central_Bank_of_the_Turkish_Republic_of_Northern_Cyprus;wikitable;Name Took office Left office Notes | Chairmen;Rifat Günay;Chair;2018;Incumbent
Czech Republic;Czech National Bank;https://en.wikipedia.org/wiki/Czech_National_Bank;infobox;Governor;Aleš Michl;Governor;;
Djibouti;Central Bank of Djibouti;https://en.wikipedia.org/wiki/Central_Bank_of_Djibouti;infobox;Governor;Ahmed Osman Ali;Governor;;
Dominica;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;Timothy Antoine;Governor;;
Dominican Republic;Central Bank of the Dominican Republic;https://en.wikipedia.org/wiki/Central_Bank_of_the_Dominican_Republic;infobox;Governor;Héctor Valdez Albizu;Governor;;
Ecuador;Central Bank of Ecuador;https://en.wikipedia.org/wiki/Central_Bank_of_Ecuador;infobox;Key people;Guillermo Avellán Solines;Board Member;;
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Sir Elwin Palmer;Governor;1898;1906
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Sir Frederick Rowlatt;Governor;1906;1921
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Sir Bertram Hornsby;Governor;1921;1931
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Sir Edward Cook;Governor;1931;1940
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Sir Norman Nixon;Governor;1940;1946
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Sir Frederick Leith-Ross;Governor;1946;1951
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Ahmed Zaki Saad;Governor;1951;1952
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Mohamed Fekry;Governor;1952;1955
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Ahmed Zaki Saad;Governor;1956;1957
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Abd El-Gelil El Emary;Governor;1957;1960
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Abd El-Hakim El Refaie;Governor;1960;1964
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Ahmed Zendo;Governor;1964;1967
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Ahmed Nazmy;Governor;1967;1971
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Ahmed Zendo;Governor;1971;1976
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Mohamed Abd El Fatah Ibrahim;Governor;1976;1982
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Mohamed Shalaby;Governor;1982;1985
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Ali Negm;Governor;1985;1986
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Mahmoud Hamed;Governor;1986;1993
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Ismail Hassan Mohamed;Governor;1993;2001
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Mohamed Abul Eyoun;Governor;2001;2003
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Farouk El-Okdah;Governor;2003;2013
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Hisham Ramez;Governor;2013;2015
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Tarek Hassan Amer;Governor;2015;2022
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;Hassan Abdalla;Governor;2022;Incumbent
El Salvador;Central Reserve Bank of El Salvador;https://en.wikipedia.org/wiki/Central_Reserve_Bank_of_El_Salvador;infobox;President;Douglas Rodríguez Fuentes;President;;
Equatorial Guinea;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;Yvon Sana Bangui;Governor;;
Eritrea;Bank of Eritrea;https://en.wikipedia.org/wiki/Bank_of_Eritrea;infobox;Governor;Kibreab Woldemariam;Governor;;
Estonia;European Central Bank ( Bank of Estonia );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Eswatini;Central Bank of Eswatini;https://en.wikipedia.org/wiki/Central_Bank_of_Eswatini;infobox;Governor;Phil Mnisi;Governor;;
Ethiopia;National Bank of Ethiopia;https://en.wikipedia.org/wiki/National_Bank_of_Ethiopia;infobox;Governor;Eyob Tekalign;Governor;;
Fiji;Reserve Bank of Fiji;https://en.wikipedia.org/wiki/Reserve_Bank_of_Fiji;infobox;Governor;Faizul Ariff Ali;Governor;;
Finland;European Central Bank ( Bank of Finland );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
France;European Central Bank ( Bank of France );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Gabon;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;Yvon Sana Bangui;Governor;;
The Gambia;Central Bank of The Gambia;https://en.wikipedia.org/wiki/Central_Bank_of_The_Gambia;infobox;Governor;Buah Saidy;Governor;;
Germany;European Central Bank ( Deutsche Bundesbank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Georgia;National Bank of Georgia;https://en.wikipedia.org/wiki/National_Bank_of_Georgia_(country);infobox;Governor;Natia Turnava;Governor;;
Ghana;Bank of Ghana;https://en.wikipedia.org/wiki/Bank_of_Ghana;infobox;Governor;Dr. Johnson Pandit Asiama .;Governor;;
Greece;European Central Bank ( Bank of Greece );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Grenada;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;Timothy Antoine;Governor;;
Guatemala;Bank of Guatemala;https://en.wikipedia.org/wiki/Bank_of_Guatemala;infobox;President of the Bank of Guatemala;Alvaro González Ricci;President;;
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Moussa Diakité;Governor;1960;1963
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Ousmane Baldé;Governor;1963;1965
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Moussa Diakité;Governor;1965;1968
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Balla Camara;Governor;1969;1970
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Lamine Conde;Governor;1970;1981
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Kabiné Kaba;Governor;1984;?
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Aboubacar Kagbè Touré;Governor;1985;1985
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Kerfalla Yansané;Governor;1986;1996
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Ibrahima Chérif Bah;Governor;1996;2004
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Alkaly Mohammed Daffé;Governor;2004;2007
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Daouda Bangoura;Governor;2007;2009
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Alhassane Barry;Governor;2009;2010
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Louncény Nabé;Governor;2010;2021
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;Karamo Kaba;Governor;2021;
Guinea-Bissau;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;Jean-Claude Brou;Governor;;
Guyana;Bank of Guyana;https://en.wikipedia.org/wiki/Bank_of_Guyana;infobox;Governor;Gobind Ganga;Governor;;
Haiti;Bank of the Republic of Haiti;https://en.wikipedia.org/wiki/Bank_of_the_Republic_of_Haiti;infobox;Governor;Ronald Gabriel;Governor;;
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Roberto Ramírez Ordóñez;President;1950;1971
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Alberto Galeano;President;1971;1975
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Guillermo Bueso;President;1975;1979
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Práxedes Martínez Silva;President;1979;1982
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Gonzalo Carías;President;1982;1990
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Ricardo Maduro;President;1990;1994
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Hugo Noé Pino;President;1994;1998
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Emin Barjum Mahomar;President;1998;1999
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Victoria Asfura de Díaz;President;1999;2002
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Maria Elena Mondragón;President;2002;2006
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Gabriela Núñez;President;2006;2008
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Edwin Araque Bonilla;President;2008;2009
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Sandra Midence;President;2009;2010
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Maria Elena Mondragón;President;2010;2014
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Marlon Tábora Muñoz;President;2014;2015
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Manuel de Jesús Bautista;President;2016;2018
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Wilfredo Cerrato;President;2018;2022
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Rebeca Santos;President;2022;2026
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;Roberto Lagos Mondragon;President;2026;Incumbent
Hungary;Hungarian National Bank;https://en.wikipedia.org/wiki/Hungarian_National_Bank;infobox;Governor;Mihály Varga;Governor;;
Iceland;Central Bank of Iceland;https://en.wikipedia.org/wiki/Central_Bank_of_Iceland;wikitable;N.º Name Mandat | List of governors;Már Guðmundsson;Governor;;
Iceland;Central Bank of Iceland;https://en.wikipedia.org/wiki/Central_Bank_of_Iceland;wikitable;N.º Name Mandat | List of governors;Ásgeir Jónsson;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Governor Sanjay Malhotra (IAS);Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Executive Directors Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Principal Chief General Managers Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Chief General Managers Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;General Managers Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Deputy General Managers Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Assistant General Managers Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Managers Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Assistant Managers Multiple;Governor;;
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;Support Staff Multiple;Governor;;
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Sjafruddin Prawiranegara;Governor;1953;1958
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Lukman Hakim;Governor;1958;1959
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Soetikno Slamet;Governor;1959;1960
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Soemarno;Governor;1960;1963
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Jusuf Muda Dalam;Governor;1963;1966
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Radius Prawiro;Governor;1966;1973
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Rachmat Saleh;Governor;1973;1983
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Arifin Siregar;Governor;1983;1988
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Adrianus Mooy;Governor;1988;1993
