country;central_bank;wikipedia_bank_url;source_type;source_label;row_data
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Ahmed Zendo', 'Took office': 'March 1964', 'Left office': 'February 1967'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Ahmed Nazmy', 'Took office': 'February 1967', 'Left office': 'January 1971'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Ahmed Zendo', 'Took office': 'February 1971', 'Left office': 'March 1976'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Mohamed Abd El Fatah Ibrahim', 'Took office': 'March 1976', 'Left office': 'January 1982'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Mohamed Shalaby', 'Took office': 'February 1982', 'Left office': 'March 1985'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Ali Negm', 'Took office': 'March 1985', 'Left office': 'November 1986'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Mahmoud Hamed', 'Took office': 'November 1986', 'Left office': 'October 1993'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Ismail Hassan Mohamed', 'Took office': 'October 1993', 'Left office': 'October 2001'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Mohamed Abul Eyoun', 'Took office': 'October 2001', 'Left office': 'November 2003'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Farouk El-Okdah', 'Took office': 'December 2003', 'Left office': 'February 2013'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Hisham Ramez', 'Took office': 'February 2013', 'Left office': 'November 2015'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Tarek Hassan Amer', 'Took office': 'November 2015', 'Left office': 'August 2022'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;{'Name': 'Hassan Abdalla', 'Took office': 'August 2022', 'Left office': 'Present'}
El Salvador;Central Reserve Bank of El Salvador;https://en.wikipedia.org/wiki/Central_Reserve_Bank_of_El_Salvador;infobox;President;{'President': 'Douglas Rodríguez Fuentes'}
Equatorial Guinea;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;{'Governor': 'Yvon Sana Bangui'}
Eritrea;Bank of Eritrea;https://en.wikipedia.org/wiki/Bank_of_Eritrea;infobox;Governor;{'Governor': 'Kibreab Woldemariam'}
Estonia;European Central Bank ( Bank of Estonia );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Eswatini;Central Bank of Eswatini;https://en.wikipedia.org/wiki/Central_Bank_of_Eswatini;infobox;Governor;{'Governor': 'Phil Mnisi'}
Ethiopia;National Bank of Ethiopia;https://en.wikipedia.org/wiki/National_Bank_of_Ethiopia;infobox;Governor;{'Governor': 'Eyob Tekalign'}
Fiji;Reserve Bank of Fiji;https://en.wikipedia.org/wiki/Reserve_Bank_of_Fiji;infobox;Governor;{'Governor': 'Faizul Ariff Ali'}
Finland;European Central Bank ( Bank of Finland );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
France;European Central Bank ( Bank of France );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Gabon;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;{'Governor': 'Yvon Sana Bangui'}
The Gambia;Central Bank of The Gambia;https://en.wikipedia.org/wiki/Central_Bank_of_The_Gambia;infobox;Governor;{'Governor': 'Buah Saidy'}
Germany;European Central Bank ( Deutsche Bundesbank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Georgia;National Bank of Georgia;https://en.wikipedia.org/wiki/National_Bank_of_Georgia_(country);infobox;Governor;{'Governor': 'Natia Turnava'}
Ghana;Bank of Ghana;https://en.wikipedia.org/wiki/Bank_of_Ghana;infobox;Governor;{'Governor': 'Dr. Johnson Pandit Asiama .'}
Greece;European Central Bank ( Bank of Greece );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Grenada;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;{'Governor': 'Timothy Antoine'}
Guatemala;Bank of Guatemala;https://en.wikipedia.org/wiki/Bank_of_Guatemala;infobox;President of the Bank of Guatemala;{'President of the Bank of Guatemala': 'Alvaro González Ricci'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Moussa Diakité', 'Took office': '1960', 'Left office': '1963', 'Notes': 'nan'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Ousmane Baldé', 'Took office': '1963', 'Left office': '1965'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Moussa Diakité', 'Took office': '1965', 'Left office': '1968', 'Notes': 'nan'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Balla Camara', 'Took office': '1969', 'Left office': '1970'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Lamine Conde', 'Took office': '1970', 'Left office': '1981-?', 'Notes': 'nan'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Kabiné Kaba', 'Took office': '1984', 'Left office': '?', 'Notes': 'nan'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Aboubacar Kagbè Touré', 'Took office': '?-1985', 'Left office': '1985-?', 'Notes': 'nan'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Kerfalla Yansané', 'Took office': '1986', 'Left office': '1996'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Ibrahima Chérif Bah', 'Took office': '1996', 'Left office': '2004', 'Notes': 'nan'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Alkaly Mohammed Daffé', 'Took office': '2004', 'Left office': '2007'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Daouda Bangoura', 'Took office': '2007', 'Left office': '2009'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Alhassane Barry', 'Took office': '2009', 'Left office': '2010'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Louncény Nabé', 'Took office': '2010', 'Left office': '2021'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;{'Name': 'Karamo Kaba', 'Took office': '2021', 'Left office': 'nan'}
Guinea-Bissau;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;{'Governor': 'Jean-Claude Brou'}
Guyana;Bank of Guyana;https://en.wikipedia.org/wiki/Bank_of_Guyana;infobox;Governor;{'Governor': 'Gobind Ganga'}
Haiti;Bank of the Republic of Haiti;https://en.wikipedia.org/wiki/Bank_of_the_Republic_of_Haiti;infobox;Governor;{'Governor': 'Ronald Gabriel'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Roberto Ramírez Ordóñez', 'Took office': '1950', 'Left office': '1971'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Alberto Galeano', 'Took office': '1971', 'Left office': '1975'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Guillermo Bueso', 'Took office': 'May 1975', 'Left office': 'July 1979'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Práxedes Martínez Silva', 'Took office': 'August 1979', 'Left office': 'February 1982'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Gonzalo Carías', 'Took office': 'March 1982', 'Left office': 'January 1990'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Ricardo Maduro', 'Took office': 'February 1990', 'Left office': 'January 1994'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Hugo Noé Pino', 'Took office': 'February 1994', 'Left office': 'February 1998'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Emin Barjum Mahomar', 'Took office': 'February 1998', 'Left office': 'June 1999'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Victoria Asfura de Díaz', 'Took office': 'June 1999', 'Left office': 'January 2002'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Maria Elena Mondragón', 'Took office': 'January 2002', 'Left office': 'January 2006'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Gabriela Núñez', 'Took office': 'January 2006', 'Left office': 'January 2008'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Edwin Araque Bonilla', 'Took office': 'January 2008', 'Left office': 'June 2009'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Sandra Midence', 'Took office': 'July 2009', 'Left office': 'January 2010'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Maria Elena Mondragón', 'Took office': 'January 2010', 'Left office': 'January 2014'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Marlon Tábora Muñoz', 'Took office': 'January 2014', 'Left office': 'July 2015'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Manuel de Jesús Bautista', 'Took office': 'January 2016', 'Left office': 'January 2018'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Wilfredo Cerrato', 'Took office': 'January 2018', 'Left office': 'January 2022'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Rebeca Santos', 'Took office': 'January 2022', 'Left office': 'January 2026'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;{'Name': 'Roberto Lagos Mondragon', 'Took office': 'January 2026', 'Left office': 'Incumbent'}
Hungary;Hungarian National Bank;https://en.wikipedia.org/wiki/Hungarian_National_Bank;infobox;Governor;{'Governor': 'Mihály Varga'}
Iceland;Central Bank of Iceland;https://en.wikipedia.org/wiki/Central_Bank_of_Iceland;wikitable;N.º Name Mandat | List of governors;{'N.º': '1', 'Name': 'Már Guðmundsson', 'Mandat': '20 August 2009–31 July 2019'}
Iceland;Central Bank of Iceland;https://en.wikipedia.org/wiki/Central_Bank_of_Iceland;wikitable;N.º Name Mandat | List of governors;{'N.º': '2', 'Name': 'Ásgeir Jónsson', 'Mandat': 'Since 1 July 2019'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Governor Sanjay Malhotra, (IAS)'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Deputy Governors T Rabi Shankar Swaminathan Janakiraman Poonam Gupta Shirish Chandra Murmu'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Executive Directors Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Principal Chief General Managers Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Chief General Managers Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'General Managers Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Deputy General Managers Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Assistant General Managers Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Managers Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Assistant Managers Multiple'}
India;Reserve Bank of India;https://en.wikipedia.org/wiki/Reserve_Bank_of_India;wikitable;Board of Directors Governor & Other Positions | RBI Organizational Structure;{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Support Staff Multiple'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Sjafruddin Prawiranegara', 'Period': '1953–1958'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Lukman Hakim', 'Period': '1958–1959'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Soetikno Slamet', 'Period': '1959–1960'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Soemarno', 'Period': '1960–1963'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Jusuf Muda Dalam', 'Period': '1963–1966'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Radius Prawiro', 'Period': '1966–1973'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Rachmat Saleh', 'Period': '1973–1983'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Arifin Siregar', 'Period': '1983–1988'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Adrianus Mooy', 'Period': '1988–1993'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'J. Soedradjad Djiwandono', 'Period': '1993–1998'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Syahril Sabirin', 'Period': '1998–2003'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Burhanuddin Abdullah', 'Period': '2003–2008'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Boediono', 'Period': '2008–2009'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Miranda Goeltom (acting)', 'Period': '2009'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Darmin Nasution', 'Period': '2009–2010 (acting) 2010–2013'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Agus Martowardojo', 'Period': '2013–2018'}
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;{'Name': 'Perry Warjiyo', 'Period': '2018–present'}
Iran;Central Bank of the Islamic Republic of Iran;https://en.wikipedia.org/wiki/Central_Bank_of_the_Islamic_Republic_of_Iran;infobox;Governor;{'Governor': 'Abdolnaser Hemmati'}
Iraq;Central Bank of Iraq;https://en.wikipedia.org/wiki/Central_Bank_of_Iraq;infobox;Governor;{'Governor': 'Ali Muhsin al-Alaq'}
Ireland;European Central Bank ( Central Bank of Ireland );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Israel;Bank of Israel;https://en.wikipedia.org/wiki/Bank_of_Israel;infobox;Governor;{'Governor': 'Amir Yaron (2018-present)'}
Italy;European Central Bank ( Bank of Italy );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Jamaica;Bank of Jamaica;https://en.wikipedia.org/wiki/Bank_of_Jamaica;infobox;Governor;{'Governor': 'Richard Byles (effective August 19, 2019)'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '1', 'Governor': 'Yoshihara Shigetoshi', 'Took office': '6 October 1882', 'Left office': '19 December 1887', 'Previous jobs': 'bureaucrat, diplomat', 'Alma mater': 'Yale University'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '2', 'Governor': 'Tomita Tetsunosuke', 'Took office': '21 February 1888', 'Left office': '3 September 1889', 'Previous jobs': 'bureaucrat, diplomat', 'Alma mater': 'Whitney Business College, Newark'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '3', 'Governor': 'Kawada Koichiro', 'Took office': '3 September 1889', 'Left office': '7 November 1896', 'Previous jobs': 'Senior member of Mitsubishi', 'Alma mater': 'nan'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;"{'#': '4', 'Governor': 'Iwasaki Yanosuke', 'Took office': '11 November 1896', 'Left office': '20 October 1898', 'Previous jobs': 'Head of Mitsubishi', 'Alma mater': ""Edward Hall's Family School for Boys""}"
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '5', 'Governor': 'Tatsuo Yamamoto', 'Took office': '20 October 1898', 'Left office': '19 October 1903', 'Previous jobs': 'central banker', 'Alma mater': 'Mitsubishi School of Commerce'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '6', 'Governor': 'Shigeyoshi Matsuo', 'Took office': '20 October 1903', 'Left office': '1 June 1911', 'Previous jobs': 'bureaucrat', 'Alma mater': 'nan'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '7', 'Governor': 'Korekiyo Takahashi', 'Took office': '1 June 1911', 'Left office': '20 February 1913', 'Previous jobs': 'bureaucrat', 'Alma mater': 'Meiji Gakuin'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '8', 'Governor': 'Yatarō Mishima', 'Took office': '28 February 1913', 'Left office': '7 March 1919', 'Previous jobs': 'banker', 'Alma mater': 'University of Massachusetts Amherst'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '9', 'Governor': 'Junnosuke Inoue (First)', 'Took office': '13 March 1919', 'Left office': '2 September 1923', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '10', 'Governor': 'Otohiko Ichiki', 'Took office': '5 September 1923', 'Left office': '10 May 1927', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '11', 'Governor': 'Junnosuke Inoue (Second)', 'Took office': '10 May 1927', 'Left office': '12 June 1928', 'Previous jobs': 'nan', 'Alma mater': 'nan'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '12', 'Governor': 'Hisaakira Hijikata', 'Took office': '12 June 1928', 'Left office': '4 June 1935', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '13', 'Governor': 'Eigo Fukai', 'Took office': '4 June 1935', 'Left office': '9 February 1937', 'Previous jobs': 'businessman central banker', 'Alma mater': 'Doshisha'}
